Lemma 14.4	Sind \(V\) ein \(K\)-Vektorraum und \(\lambda \in K\) ein Eigenwert von \(f \in L(V,V)\), so ist \(V_f(\lambda)\) ein \(f\)-invarianter Unterraum von \(V\).
Lemma 14.5	Sind \(V\) ein endlichdimensionaler \(K\)-Vektorraum und \(f \in L(V,V)\), dann sind folgende Aussagen aequivalent: \begin{enumerate} \item \(\lambda \in K\) ist ein Eigenwert von \(f\). \item \(\lambda \in K\) ist ein Eigenwert der Matrix \([f]_{B,B}\) fuer jede Basis \(B\) von \(V\). \end{enumerate}
Satz 14.7	Sind \(n \in \mathbb{N}, V\) ein n-dimenionaler \(K\)-Vektorraum mit Basis \(B\) und \(f \in L(V,V)\). Das Charakteristische Polynom \(P_f\) ist stets ein monisches Polynom mit \[Grad(P_f)=n=dim(V).\]
Satz 14.8	Sei \(V\) ein endlichdimensionaler \(K\)-Vektorraum, \(f \in f(V,V)\) und sei \(\lambda \in K\) ein Eigenwert von \(f\). Sind \(\lambda_1,\ldots,\lambda_k\) die paarweise verschiedenen Eigenwerte von \(f\) mit ihren jeweiligen algebraischen Vielfachheiten \(a(\lambda_1,f),\ldots ,a(\lambda_k,f)\), und ist \(\dim(V)=n\), so gilt \[a(\lambda_1,f)+\ldots+a(\lambda_k,f) \leq n,\] denn \(Grad(P_f)=\dim(V)=n\).
Lemma 14.10	Sind \(V\) ein endlichdimensionaler \(K\)-Vektorraum und \(f \in L(V,V),\) so gilt \[g(\lambda,f) \leq a(\lambda,f)\] fuer jeden Eigenwert \(\lambda\) von \(f\).
Lemma 14.12	Sei \(V\) ein \(K\)-Vektorraum und \(f \in L(V,V)\). Sind \(\lambda_1, \ldots, \lambda_k, k \geq 2,\) paarweise verschiedene Eigenwerte von \(f\) mir zugehoerigen Eigenvektoren \(v_1,\ldots,v_k \in V,\) dann sind \(v_1, \ldots, v_k\) linear unabhaengig.
Lemma 14.13	Sei \(V\) ein \(K\)-Vektorraum und \(f \in L(V,V)\). Sind \(\lambda_1,\ldots,\lambda_k \in K, k \geq 2,\) paarweise verschiedene Eigenwerte von \(f\), dann gilt fuer die zugehoerigen Eigenraeume \[V_f(\lambda_i) \cap \sum^k_{\substack{j=1 \\j \neq i}} V_f(\lambda_j)=\{0\}\] fuer alle \(i=1,\ldots,k.\)



Lemma 15.1	Fuer zwei Polynome \(p, q \in K[t]\) gilt: \begin{enumerate} \item Grad\((p+q) \leq \max\{\)Grad\((p)\),Grad\((q)\)\(\}\) \item Grad\((p*q)=\)Grad\((p) + \)Grad\((q)\).\end{enumerate}
Satz 15.4	Sind \(p \in K[t]\) und \(s \in K[t] \setminus \{0\}\), so gibt es eindeutig bestimmte Polynome \(q,r \in K[t]\) mit \[p=s*q+r \quad und \quad \text{Grad}(r) < \text{Grad}(s).\]
Korollar 15.5	Ist \(\lambda \in K\) eine Nullstelle von \(p \in K[t]\), d.h. gilt \(p(\lambda) = 0\), dann gibt es ein eindeutig bestimmtes Polynom \(q \in K[t]\) mit \(p=(t-\lambda)*q\).
Korollar 15.7	Sind \(\lambda_1,\ldots,\lambda_k \in K\) paarweise verschiedene Nullstellen von \(p \in K[t]\) mit jeweiligen Vielfachheiten \(m_1,\ldots,m_k\), so gibt es ein eindeutig bestimmtes Polynom \(q \in K[t]\) mit \[p=(t-\lambda_1)^{m_1}*\cdots * (t-\lambda_k)^{m_k}*q\] und \(q(\lambda_j) \neq 0\) fuer \(j=1,\ldots,l\). Insbesondere ist die Summe der Vielfachheiten aller paarweise verschiedener Nullstellen eines Polynoms \(p \in K[t] \setminus \{0\}\) kleiner oder gleich Grad\((p)\).
Lemma 15.8	Sind \(p,s \in K[] \setminus \{0\}\) teilerfremd, so gibt es Polynome \(q_1,q_2 \in K[t]\) mit \[p*q_1+s*q_2=1.\]
Lemma 15.9	Ist \(p \in K[t]\) irreduzibel und ein Teiler des Produkts \(s*h\) zweier Polynome \(s,h \in K[t]\), so teilt \(p\) mindestens einen der Faktoren, d.h. es gilt \(p|s\) oder \(p|h\).
Satz 15.10	Jedes Polynom \(p=\alpha_0 + \alpha_1 + \ldots + \alpha_nt^n \in K[t] \setminus \{0\}\) besitzt eine bis auf die Reihenfolge eindeutige Zerlegung \[p=\mu *p_1*\ldots*p_k\] mit \(\mu \in K\) und monischen irreduziblen Polynomen \(p_1,\ldots,p_k \in K[t]\).
Satz 15.11	 Die folgenden Aussagen sind aequivalent: \begin{enumerate} \item Jedes nicht-konstante Polynom \(p \in \mathbb{C}[t]\) hat eine Nullstelle in \(\mathbb{C}\). \item Ist \(V \leq \{0\}\) ein endlichdimensionaler \(\mathbb{C}\)-Vektorraum, so hat jeder Endomorphismus \(f \in L(V,V)\) einen Eigenvektor.\end{enumerate}
Satz 15.12	Jedes Polynom \(p \in \mathbb{R}[t]\) mit ungeradem Grad hat eine (reelle) Nullstelle.
Lemma 15.13	\begin{enumerate} \item Ist \(V\) ein \(\mathbb{R}\)-Vektorraum und ist dim\((V) \in M_1\), so hat jeder Endomorphismus \(f \in L(V,V)\) einen Eigenvektor. \item Sei \(K\) ein Koerper und \(j \in \mathbb{N}\). Falls fuer jeden \(K\)-Vektorraum \(V\) mit dim\((V) \in M_j\) jeder Endmorphismus \(f \in L(V,V)\) einen Eigenvektor hat, so haben zwei kommutierende Endmorphismen \(f_1,f_2 \in L(V,V)\) einen Eigenvektor hat, so haben zwei kommutierende Endomorphismen \(f_1,f_2 \in L(V,V)\) einen gemeinsamen Eigenvektor, d.h. falls \(f_1 \circ f_2 = f_2 \circ f_1\) gilt, so gibt es einen Vektor \(v \in V \setminus \{0\}\) und zwei Skalare \(\lambda_1, \lambda_2 \in K\) mit \(f_1(v)=\lambda_1 v\) und \(f_2(v)=\lambda_2 v.\) \item Ist \(V\) ein \(\mathbb{R}\)-Vektorraum und ist dim\((V)\) ungerade, so haben zwei kommutierende Endomorphismen \(f_1,f_2 \in L(V,V)\) einen gemeinsamen Eigenvektor. \end{enumerate}
Satz 15.14	Ist \(V \lew {0}\) ein endlichdimensionaler \(\mathbb{C}\)-Vektorraum, so hat jeder Endomorphismus \(f \in L(V,V)\) einen Eigenvektor.
Satz 15.17	Sei V ein endlichdimensionaler unitaerer Vektorraum und seien \(f_1, f_2 \in L(V,V)\) zwei kommutierende Endomorphismen. Dann sind \(f_1\) und \(f_2\) gleichzeitig unitaer triangulierbar, d.h. es gibt eine Orthonormalbasis B von V, so dass \([f_1]_{BB}\) und \([f_2]_{BB}\) obere Dreiecksmatrizen sind.


Lemma 16.1	Sind \(V\) ein endlichdimensionaler K-Vektorraum und \(f \in L(V,V)\), dann gelten: \begin{enumerate} \item Hat \(v_0 \in V \setminus \{0\}\) den Grad \(m\) bzgl. \(f\), so ist \(K_m(f,v_0)\) ein \(f\)-invarianter Unterraum und es gilt \[Span\{v_0\}=K_1(f,v_0) \subset K_2(f,v_0) \subset \cdots \subset K_m(f,v_0)=K_{m+j}(f,v_0)\] fuer alle \(j \in \mathbb{N}.\) \item Hat \(v_0 \in V\setminus \{0\}\) den Grad \(m\) bzgl. \(f\) und ist \(U \subseteq V\) ein \(f\)-invarianter Unterraum, der den Vektor \(v_0\) enthaelt, so gilt \(K_m(f,v_0) \subseteq U\). Unter allen \(f\)-invarianten Unterraeumen von \(V\), die den Vektor \(v_0\) enthalten, ist somit \(K_m(f,v_0)\) derjenige mit der kleinsten Dimension. \item Ist \(v_0 \in V\) mit \(f^{m-1}(v_0) \neq 0\) und \(f^m(v_0)=0\) fuer ein \(m \in \mathbb{N}\), so gilt \(\dim(K_j(f,v_0))=j\) fuer \(j=1,\ldots,m\) \end{enumerate}
Lemma 16.3	Sei \(V \neq \{0\}\) ein \(K\)-Vektorraum und ist \(f \in L(V,V)\) nilpotent vom Grad \(m\), dann gilt \(m \leq dim(V).\)
Satz 16.5	Sei \(V\) ein endlichdimensionaler \(K\)-Vektorraum und \(f \in L(V,V)\). Dann existieren \(f\)-invariante Unterraeume \(U_1 \subseteq V\) und \(U_2 \subseteq V\) mit \(V=U_1 \oplus U_2\), so dass \(f|_U_1 \in L(U_1,U_1)\) bijektiv und \(f|_U_2 \in L(U_2,U_2)\) nilpotent ist.
